Scheduled Arrival,Date,Destination Code,Destination City,Flight Number,Airline,Status,Actual Arrival Time
09:10,01 Dec,BHI,Bahia Blanca,AR1623,Aerolineas ArgentinasLanded,,09:20
09:15,01 Dec,SLA,Salta,AR1465,Aerolineas Argentinas ,1Landed,08:37
09:16,01 Dec,COR,Cordoba,WJ3267,JetSMART,,
09:16,01 Dec,COR,Cordoba,JA3267,JetSMARTLanded,,09:03
09:30,01 Dec,NQN,Neuquen,AR1665,Aerolineas ArgentinasLanded,,09:51
09:35,01 Dec,RGA,Rio Grande,AR1845,Aerolineas Argentinas ,2Landed,09:38
09:40,01 Dec,CRD,Comodoro Rivadavia,AR1837,Aerolineas Argentinas ,1Landed,09:34
09:40,01 Dec,POA,Porto Alegre,AR1235,Aerolineas Argentinas ,2Landed,09:29
09:45,01 Dec,JUJ,Jujuy,AR1471,Aerolineas Argentinas ,1Landed,09:42
09:55,01 Dec,SFN,Santa Fe,AR1721,Aerolineas Argentinas ,1Landed,09:45
10:00,01 Dec,GRU,Sao Paulo,LA8032,LATAM AirlinesLanded,,09:55
10:05,01 Dec,MDQ,Mar Del Plata,AR1603,Aerolineas Argentinas ,2Landed,10:50
10:05,01 Dec,COR,Cordoba,AR1547,Aerolineas Argentinas ,1Landed,10:09
10:10,01 Dec,TUC,Tucuman,AR1489,Aerolineas ArgentinasLanded,,10:12
10:15,01 Dec,TUC,Tucuman,FO5221,FlybondiLanded,,09:09
10:20,01 Dec,PSS,Posadas,AR1767,Aerolineas ArgentinasLanded,,10:04
10:29,01 Dec,BRC,San Carlos de Bariloche,WJ3183,JetSMART,,
10:29,01 Dec,BRC,San Carlos de Bariloche,JA3183,JetSMARTLanded,,10:45
10:30,01 Dec,NQN,Neuquen,AR1653,Aerolineas Argentinas ,1Landed,10:21
10:35,01 Dec,MDZ,Mendoza,FO5051,FlybondiLanded,,09:58
10:40,01 Dec,CWB,Curitiba,AR1229,Aerolineas Argentinas ,1Landed,10:16
10:45,01 Dec,RGA,Rio Grande,AR1847,Aerolineas,,
10:45,01 Dec,SLA,Salta,AR1463,Aerolineas ArgentinasLanded,,10:56
10:59,01 Dec,IGR,Iguazu,JA3391,JetSMARTLanded,,11:01
10:59,01 Dec,IGR,Iguazu,WJ3391,JetSMART,,
11:05,01 Dec,IGR,Iguazu,FO5101,FlybondiLanded,,10:25
11:10,01 Dec,MDZ,Mendoza,AR1713,Aerolineas Argentinas ,1Landed,11:09
11:20,01 Dec,GIG,Rio De Janeiro,G37650,Gol ,2Landed,11:04
11:20,01 Dec,BRC,San Carlos de Bariloche,FO5239,FlybondiLanded,,11:31
11:20,01 Dec,PSS,Posadas,AR1765,Aerolineas Argentinas ,1Landed,11:14
11:30,01 Dec,NQN,Neuquen,FO5301,Aero FlightOps,,
11:35,01 Dec,USH,Ushuaia,AR1885,Aerolineas Argentinas ,2Landed,11:41
11:40,01 Dec,GRU,Sao Paulo,LA8140,LATAM Airlines ,1Estimated,12:30
11:40,01 Dec,RES,Resistencia,AR1787,Aerolineas Argentinas ,1Landed,11:24
11:45,01 Dec,PMY,Puerto Madryn,FO5311,FlybondiLanded,,11:36
11:50,01 Dec,COR,Cordoba,AR1539,Aerolineas,,
11:59,01 Dec,FTE,El Calafate,WJ3490,JetSMART,,
11:59,01 Dec,FTE,El Calafate,JA3490,JetSMARTLanded,,12:20
12:00,01 Dec,SCL,Santiago,AR1281,Aerolineas Argentinas ,1Landed,12:26
12:10,01 Dec,TUC,Tucuman,AR1483,Aerolineas Argentinas ,2Estimated,12:43
12:20,01 Dec,BSB,Brasilia,AR1217,Aerolineas Argentinas,,
12:25,01 Dec,CNQ,Corrientes,AR1771,Aerolineas Argentinas,,
12:25,01 Dec,UAQ,San Juan,AR1421,Aerolineas ArgentinasLanded,,12:34
12:35,01 Dec,FTE,El Calafate,AR1867,Aerolineas Argentinas ,3Landed,12:47
12:40,01 Dec,MVD,Montevideo,AR1385,Aerolineas Argentinas ,1Estimated,13:35
12:50,01 Dec,PSS,Posadas,AR1755,Aerolineas ArgentinasLanded,,13:08
12:50,01 Dec,BHI,Bahia Blanca,AR1621,Aerolineas Argentinas ,1Landed,12:53
12:55,01 Dec,FMA,Formosa,AR1769,Aerolineas ArgentinasLanded,,13:04
12:55,01 Dec,IGR,Iguazu,AR1733,Aerolineas Argentinas ,3Landed,12:42
13:00,01 Dec,JUJ,Jujuy,AR1475,Aerolineas ArgentinasLanded,,12:59
13:00,01 Dec,GRU,Sao Paulo,AR1241,Aerolineas Argentinas,,
13:30,01 Dec,REL,Trelew,AR1883,Aerolineas ArgentinasEstimated,,14:32
13:40,01 Dec,GRU,Sao Paulo,G37682,Gol ,2Estimated,14:29
13:40,01 Dec,USH,Ushuaia,FO5043,FlybondiLanded,,14:00
13:50,01 Dec,MDQ,Mar Del Plata,AR1605,Aerolineas Argentinas,,
13:50,01 Dec,LUQ,San Luis,AR1431,Aerolineas ArgentinasLanded,,13:47
13:55,01 Dec,IGR,Iguazu,AR1743,Aerolineas Argentinas ,2Landed,13:41
13:55,01 Dec,BRC,San Carlos de Bariloche,AR1683,Aerolineas Argentinas ,2Landed,14:05
14:00,01 Dec,PRA,Parana,AR1727,Aerolineas,,
14:05,01 Dec,IGR,Iguazu,FO5103,FlybondiLanded,,14:10
14:09,01 Dec,IGR,Iguazu,WJ3397,JetSMART,,
14:09,01 Dec,IGR,Iguazu,JA3397,JetSMARTLanded,,14:26
14:25,01 Dec,ASU,Asuncion,AR1343,Aerolineas Argentinas ,3Landed,14:29
14:35,01 Dec,RES,Resistencia,AR1781,Aerolineas Argentinas ,2Landed,14:47
14:40,01 Dec,SLA,Salta,AR1457,Aerolineas ArgentinasLanded,,14:42
14:45,01 Dec,BRC,San Carlos de Bariloche,AR1645,Aerolineas ArgentinasEstimated,,16:37
14:45,01 Dec,GIG,Rio De Janeiro,AR1261,Aerolineas Argentinas ,1Landed,14:37
14:51,01 Dec,CNQ,Corrientes,WJ3621,JetSMART,,
15:20,01 Dec,CPC,San Martin De Los Andes,WJ3551,JetSMART,,
15:20,01 Dec,CPC,San Martin De Los Andes,JA3551,JetSMARTLanded,,15:38
15:25,01 Dec,COR,Cordoba,AR1511,Aerolineas Argentinas ,1Landed,15:07
15:25,01 Dec,TUC,Tucuman,AR1499,Aerolineas,,
15:35,01 Dec,RGL,Rio Gallegos,AR1801,Aerolineas Argentinas ,1Landed,15:52
15:40,01 Dec,GRU,Sao Paulo,LA8034,LATAM AirlinesLanded,,15:57
15:40,01 Dec,AFA,San Rafael,AR1435,Aerolineas Argentinas,,
16:00,01 Dec,LIM,Lima,LA2380,LATAM AirlinesLanded,,16:09
16:05,01 Dec,BRC,San Carlos de Bariloche,AR1698,Aerolineas ArgentinasLanded,,16:13
16:05,01 Dec,COR,Cordoba,AR1513,Aerolineas,,
16:10,01 Dec,SDE,Santiago Del Estero,AR1495,Aerolineas Argentinas,,
16:16,01 Dec,ROS,Rosario,AR1539,Aerolineas ArgentinasLanded,,16:16
16:20,01 Dec,SCL,Santiago,AR1285,Aerolineas Argentinas ,3Estimated,18:15
16:25,01 Dec,SLA,Salta,FO5169,FlybondiEstimated,,18:22
16:35,01 Dec,FTE,El Calafate,AR1696,Aerolineas Argentinas ,1Landed,17:08
16:40,01 Dec,MDZ,Mendoza,AR1449,Aerolineas Argentinas ,1Landed,16:33
16:50,01 Dec,COR,Cordoba,FO5023,FlybondiLanded,,17:03
16:55,01 Dec,CNQ,Corrientes,AR1773,Aerolineas,,
16:55,01 Dec,PDP,Punta Del Este,AR1353,Aerolineas,,
17:00,01 Dec,COR,Cordoba,AR1551,Aerolineas Argentinas,,
17:15,01 Dec,GRU,Sao Paulo,G37684,Gol ,2Landed,17:33
17:39,01 Dec,ASU,Asuncion,WJ3091,JetSMART,,
17:40,01 Dec,MDZ,Mendoza,AR1503,Aerolineas Argentinas,,
17:40,01 Dec,CRD,Comodoro Rivadavia,AR1839,Aerolineas Argentinas,,
17:45,01 Dec,CPC,San Martin De Los Andes,AR1671,Aerolineas Argentinas,,
17:45,01 Dec,TUC,Tucuman,AR1481,Aerolineas Argentinas,,
17:50,01 Dec,ROS,Rosario,AR1717,Aerolineas Argentinas,,
17:50,01 Dec,IRJ,La Rioja,AR1441,Aerolineas Argentinas,,
18:00,01 Dec,GIG,Rio De Janeiro,LA8142,LATAM AirlinesEstimated,,19:18
18:00,01 Dec,BRC,San Carlos de Bariloche,AR1685,Aerolineas Argentinas,,
18:10,01 Dec,IGR,Iguazu,AR1757,Aerolineas,,
18:15,01 Dec,CRD,Comodoro Rivadavia,FO5503,FlybondiLanded,,18:05
18:20,01 Dec,FLN,Florianopolis,G37692,Gol ,1Landed,19:08
18:20,01 Dec,RES,Resistencia,AR1783,Aerolineas Argentinas,,
18:30,01 Dec,PRA,Parana,AR1729,Aerolineas,,
18:30,01 Dec,UAQ,San Juan,AR1423,Aerolineas Argentinas,,
18:35,01 Dec,EQS,Esquel,AR1667,Aerolineas Argentinas,,
18:40,01 Dec,SCL,Santiago,AR1287,Aerolineas Argentinas,,
18:48,01 Dec,USH,Ushuaia,WJ3460,JetSMART,,
18:48,01 Dec,USH,Ushuaia,JA3460,JetSMARTLanded,,18:54
18:50,01 Dec,BHI,Bahia Blanca,AR1629,Aerolineas ArgentinasEstimated,,20:02
19:00,01 Dec,SFN,Santa Fe,AR1723,Aerolineas ArgentinasEstimated,,20:04
19:00,01 Dec,GIG,Rio De Janeiro,AR1269,Aerolineas Argentinas,,
19:10,01 Dec,MDQ,Mar Del Plata,AR1601,Aerolineas Argentinas ,2Estimated,20:23
19:14,01 Dec,COR,Cordoba,WJ3269,JetSMART,,
19:25,01 Dec,RGL,Rio Gallegos,AR1803,Aerolineas Argentinas,,
19:40,01 Dec,USH,Ushuaia,AR1831,Aerolineas,,
19:45,01 Dec,CRD,Comodoro Rivadavia,AR1829,Aerolineas ArgentinasLanded,,19:43
19:45,01 Dec,NQN,Neuquen,AR1657,Aerolineas Argentinas,,
19:50,01 Dec,GRU,Sao Paulo,AR1245,Aerolineas Argentinas ,1Landed,20:28
19:55,01 Dec,TUC,Tucuman,AR1487,Aerolineas Argentinas,,
20:00,01 Dec,BRC,San Carlos de Bariloche,AR1677,Aerolineas,,
20:15,01 Dec,IGR,Iguazu,AR1737,Aerolineas Argentinas,,
20:18,01 Dec,BRC,San Carlos de Bariloche,JA3187,JetSMARTEstimated,,22:36
20:20,01 Dec,FTE,El Calafate,AR1873,Aerolineas Argentinas ,1Landed,20:19
20:25,01 Dec,MDZ,Mendoza,WJ3243,JetSMART,,
20:30,01 Dec,MVD,Montevideo,AR1387,Aerolineas Argentinas,,
20:35,01 Dec,ROS,Rosario,AR1715,Aerolineas Argentinas,,
20:50,01 Dec,SCL,Santiag,oH2535,Sky AirlineLanded,,20:44
20:55,01 Dec,REL,Trelew,AR1851,Aerolineas ArgentinasEstimated,,22:25
20:55,01 Dec,FMA,Formosa,AR1761,Aerolineas,,
21:05,01 Dec,MDZ,Mendoza,AR1401,Aerolineas Argentinas ,2Landed,21:13
21:10,01 Dec,GRU,Sao Paulo,LA8138,LATAM AirlinesLanded,,21:18
21:25,01 Dec,PMY,Puerto Madryn,AR1857,Aerolineas,,
21:25,01 Dec,RGL,Rio Gallegos,AR1608,Aerolineas ArgentinasLanded,,21:29
21:30,01 Dec,SCL,Santiago,JA1007,JetSMARTEstimated,,22:50
21:35,01 Dec,COR,Cordoba,AR1507,Aerolineas Argentinas,,
21:50,01 Dec,GRU,Sao Paulo,AR1243,Aerolineas Argentinas,,
21:55,01 Dec,RSA,Santa Rosa,AR1521,Aerolineas,,
22:20,01 Dec,IRJ,La Rioja,AR1444,Aerolineas,,
22:25,01 Dec,IGR,Iguazu,AR1735,Aerolineas Argentinas ,2Landed,23:02
22:25,01 Dec,MVD,Montevideo,AR1383,Aerolineas,,
22:30,01 Dec,SLA,Salta,AR1455,Aerolineas Argentinas ,2Estimated,00:31
22:32,01 Dec,LUQ,San Luis,AR1057,Aerolineas ArgentinasLanded,,22:33
22:35,01 Dec,BRC,San Carlos de Bariloche,AR1639,Aerolineas Argentinas ,1Estimated,01:01
22:40,01 Dec,LUQ,San Luis,AR1433,Aerolineas ArgentinasLanded,,23:21
22:40,01 Dec,UAQ,San Juan,AR1425,Aerolineas Argentinas ,1Estimated,23:32
22:45,01 Dec,CRD,Comodoro Rivadavia,AR1823,Aerolineas Argentinas ,1Landed,22:38
22:45,01 Dec,RCU,Rio Cuarto,AR1527,Aerolineas,,
22:45,01 Dec,GRU,Sao Paulo,AR1239,Aerolineas Argentinas,,
22:50,01 Dec,MDZ,Mendoza,AR1403,Aerolineas Argentinas,,
23:05,01 Dec,COR,Cordoba,AR1501,Aerolineas Argentinas,,
23:09,01 Dec,NQN,Neuquen,WJ3447,JetSMART,,
23:25,01 Dec,IGR,Iguazu,AR1741,Aerolineas Argentinas,,
23:25,01 Dec,NQN,Neuquen,AR1655,Aerolineas Argentinas ,1Landed,23:44
23:25,01 Dec,FTE,El Calafate,AR1877,Aerolineas,,
23:25,01 Dec,PSS,Posadas,AR1763,Aerolineas Argentinas,,
23:30,01 Dec,SLA,Salta,AR1497,Aerolineas ArgentinasLanded,,00:01
23:35,01 Dec,MDQ,Mar Del Plata,AR1611,Aerolineas,,
23:35,01 Dec,EZE,Buenos Aires,AR1046,Aerolineas ArgentinasLanded,,23:36
00:19,02 Dec,COR,Cordoba,WJ3273,JetSMART,,
00:25,02 Dec,FTE,El Calafate,AR1849,Aerolineas ArgentinasEstimated,,02:45
00:32,02 Dec,EZE,Buenos Aires,AR1049,Aerolineas ArgentinasLanded,,00:33
00:40,02 Dec,SCL,Santiago,AR1283,Aerolineas Argentinas ,4Estimated,01:58
01:10,02 Dec,MDZ,Mendoza,FO5059,FlybondiEstimated,,02:18
01:20,02 Dec,MDZ,Mendoza,WJ3249,JetSMART,,
01:50,02 Dec,IGR,Iguazu,AR1751,Aerolineas Argentinas ,1Estimated,03:01
03:20,02 Dec,GIG,Rio De Janeiro,AR1263,Aerolineas Argentinas ,3Estimated,04:42
03:35,02 Dec,BRC,San Carlos de Bariloche,AR1687,Aerolineas Argentinas ,2Landed,04:00
03:40,02 Dec,CRD,Comodoro Rivadavia,AR1825,Aerolineas Argentinas ,1Estimated,04:32
04:05,02 Dec,GRU,Sao Paulo,AR1247,Aerolineas Argentinas ,2Landed,04:34
04:45,02 Dec,ASU,Asuncion,AR1341,Aerolineas Argentinas ,3Landed,05:23
05:05,02 Dec,LIM,Lima,AR1365,Aerolineas Argentinas ,2Estimated,06:23
05:20,02 Dec,FLN,Florianopolis,FO5951,FlybondiLanded,,05:44
05:45,02 Dec,VVI,Santa Cruz,AR1369,Aerolineas ArgentinasLanded,,05:59
06:10,02 Dec,BRC,San Carlos de Bariloche,FO5277,FlybondiLanded,,06:14
07:30,02 Dec,BOG,Bogota,AR1361,Aerolineas Argentinas ,1Estimated,08:24
07:50,02 Dec,SCL,Santiago,JA1003,JetSMARTEstimated,,09:45
08:25,02 Dec,ROS,Rosario,AR1709,Aerolineas Argentinas ,3Landed,08:14
08:40,02 Dec,REL,Trelew,AR1855,Aerolineas ArgentinasLanded,,08:28
08:40,02 Dec,COR,Cordoba,AR1531,Aerolineas Argentinas ,3Landed,08:22
08:45,02 Dec,MVD,Montevideo,AR1381,Aerolineas Argentinas ,1Landed,08:30
08:56,02 Dec,COR,Cordoba,WJ3271,JetSMART,,
08:56,02 Dec,COR,Cordoba,JA3271,JetSMARTLanded,,08:35
09:00,02 Dec,SLA,Salta,AR1465,Aerolineas Argentinas ,1Landed,08:42
09:00,02 Dec,MDZ,Mendoza,AR1417,Aerolineas Argentinas ,4Landed,08:55
09:10,02 Dec,SCL,Santiag,oH2533,Sky AirlineLanded,,09:16
09:10,02 Dec,BHI,Bahia Blanca,AR1623,Aerolineas ArgentinasLanded,,09:01
09:16,02 Dec,TUC,Tucuman,WJ3501,JetSMART,,
09:16,02 Dec,TUC,Tucuman,JA3501,JetSMARTEstimated,,08:57
09:19,02 Dec,IGR,Iguazu,WJ3391,JetSMART,,
09:19,02 Dec,IGR,Iguazu,JA3391,JetSMARTLanded,,09:57
09:30,02 Dec,NQN,Neuquen,AR1665,Aerolineas ArgentinasLanded,,09:24
09:35,02 Dec,RGA,Rio Grande,AR1845,Aerolineas Argentinas ,2Landed,09:44
09:40,02 Dec,POA,Porto Alegre,AR1235,Aerolineas Argentinas ,2Landed,09:54
09:40,02 Dec,IGR,Iguazu,FO5101,FlybondiLanded,,09:21
09:45,02 Dec,JUJ,Jujuy,AR1471,Aerolineas Argentinas ,1Landed,10:02
09:50,02 Dec,RES,Resistencia,AR1787,Aerolineas Argentinas ,1Landed,09:37
09:55,02 Dec,BRC,San Carlos de Bariloche,FO5237,FlybondiLanded,,08:46
09:55,02 Dec,SFN,Santa Fe,AR1721,Aerolineas Argentinas ,1Landed,09:41
10:00,02 Dec,BRC,San Carlos de Bariloche,AR1631,Aerolineas ArgentinasLanded,,10:04
10:05,02 Dec,COR,Cordoba,AR1547,Aerolineas Argentinas ,2Landed,10:32
10:10,02 Dec,IGR,Iguazu,AR1725,Aerolineas ArgentinasLanded,,10:21
10:10,02 Dec,TUC,Tucuman,AR1489,Aerolineas ArgentinasLanded,,09:51
10:15,02 Dec,MDQ,Mar Del Plata,AR1603,Aerolineas Argentinas ,2Landed,10:14
10:30,02 Dec,NQN,Neuquen,AR1653,Aerolineas Argentinas ,1Landed,10:09
10:35,02 Dec,MDZ,Mendoza,FO5051,FlybondiLanded,,11:03
10:45,02 Dec,RGA,Rio Grande,AR1847,Aerolineas ArgentinasLanded,,11:00
10:45,02 Dec,MDZ,Mendoza,WJ3241,JetSMART,,
10:45,02 Dec,MDZ,Mendoza,JA3241,JetSMARTLanded,,10:36
10:50,02 Dec,GIG,Rio De Janeiro,G37650,Gol ,2Landed,10:26
11:05,02 Dec,ROS,Rosario,AR1717,Aerolineas Argentinas ,3Landed,11:12
11:10,02 Dec,CNQ,Corrientes,AR1771,Aerolineas Argentinas ,1Landed,10:57
11:14,02 Dec,COR,Cordoba,JA3267,JetSMARTLanded,,10:52
11:14,02 Dec,COR,Cordoba,WJ3267,JetSMART,,
11:20,02 Dec,GRU,Sao Paulo,LA8140,LATAM Airlines ,1Landed,11:09
11:29,02 Dec,BRC,San Carlos de Bariloche,WJ3183,JetSMART,,
11:29,02 Dec,BRC,San Carlos de Bariloche,JA3183,JetSMARTLanded,,11:23
11:35,02 Dec,SLA,Salta,FO5161,FlybondiLanded,,11:55
11:35,02 Dec,USH,Ushuaia,AR1885,Aerolineas Argentinas ,2Landed,11:43
11:35,02 Dec,PDP,Punta Del Este,AR1351,Aerolineas ArgentinasLanded,,11:17
11:45,02 Dec,COR,Cordoba,AR1539,Aerolineas ArgentinasLanded,,11:28
11:55,02 Dec,MDQ,Mar Del Plata,AR1605,Aerolineas Argentinas ,2Landed,11:50
12:00,02 Dec,SCL,Santiago,AR1281,Aerolineas Argentinas ,1Landed,11:33
12:10,02 Dec,IGR,Iguazu,AR1733,Aerolineas Argentinas ,3Landed,11:47
12:15,02 Dec,BHI,Bahia Blanca,AR1621,Aerolineas Argentinas ,1Landed,12:10
12:20,02 Dec,GRU,Sao Paulo,G37682,Gol ,2Landed,12:06
12:40,02 Dec,MVD,Montevideo,AR1385,Aerolineas Argentinas ,1Landed,12:28
12:48,02 Dec,USH,Ushuaia,JA3460,JetSMARTLanded,,12:58
12:48,02 Dec,USH,Ushuaia,WJ3460,JetSMART,,
12:50,02 Dec,FMA,Formosa,AR1769,Aerolineas ArgentinasLanded,,12:33
13:05,02 Dec,MDZ,Mendoza,AR1409,Aerolineas ArgentinasLanded,,12:55
13:10,02 Dec,IGR,Iguazu,AR1743,Aerolineas Argentinas ,2Landed,13:48
13:10,02 Dec,LUQ,San Luis,AR1431,Aerolineas ArgentinasLanded,,13:09
13:25,02 Dec,CRD,Comodoro Rivadavia,AR1829,Aerolineas,,
13:30,02 Dec,CTC,Catamarca,AR1443,Aerolineas Argentinas ,1Landed,13:17
13:35,02 Dec,FTE,El Calafate,FO5551,FlybondiLanded,,10:06
13:45,02 Dec,REL,Trelew,AR1882,Aerolineas ArgentinasLanded,,13:33
13:45,02 Dec,SLA,Salta,AR1459,Aerolineas ArgentinasLanded,,14:03
14:00,02 Dec,IGR,Iguazu,FO5103,FlybondiLanded,,14:27
14:05,02 Dec,USH,Ushuaia,FO5043,FlybondiLanded,,13:44
14:10,02 Dec,CPC,San Martin De Los Andes,AR1673,Aerolineas Argentinas ,1Landed,14:00
14:15,02 Dec,UAQ,San Juan,AR1421,Aerolineas ArgentinasLanded,,14:15
14:15,02 Dec,MDZ,Mendoza,AR1407,Aerolineas Argentinas ,1Landed,14:06
14:20,02 Dec,NQN,Neuquen,WJ3447,JetSMART,,
14:20,02 Dec,NQN,Neuquen,JA3447,JetSMARTEstimated,,15:17
14:20,02 Dec,FTE,El Calafate,AR1891,Aerolineas ArgentinasLanded,,14:11
14:25,02 Dec,IGR,Iguazu,AR1737,Aerolineas Argentinas ,1Landed,14:17
14:35,02 Dec,RES,Resistencia,AR1781,Aerolineas Argentinas ,2Landed,14:39
14:40,02 Dec,SLA,Salta,AR1457,Aerolineas ArgentinasLanded,,14:24
14:44,02 Dec,IGR,Iguazu,WJ3399,JetSMART,,
14:44,02 Dec,IGR,Iguazu,JA3399,JetSMARTLanded,,15:04
14:45,02 Dec,GIG,Rio De Janeiro,AR1261,Aerolineas Argentinas ,1Landed,14:20
14:50,02 Dec,IRJ,La Rioja,AR1441,Aerolineas Argentinas ,1Landed,14:29
14:55,02 Dec,CPC,San Martin De Los Andes,WJ3551,JetSMART,,
14:55,02 Dec,CPC,San Martin De Los Andes,JA3551,JetSMARTLanded,,15:07
15:00,02 Dec,PSS,Posadas,AR1765,Aerolineas Argentinas ,1Landed,15:12
15:05,02 Dec,FLN,Florianopolis,G37692,Gol ,1Landed,14:36
