Scheduled Arrival,Date,Destination Code,Destination City,Flight Number,Airline,Status,Actual Arrival Time
15:10,02 Dec,MDZ,Mendoza,AR1413,Aerolineas Argentinas ,2Landed,14:44
15:20,02 Dec,BHI,Bahia Blanca,AR1625,Aerolineas ArgentinasLanded,,15:32
15:20,02 Dec,COR,Cordoba,AR1511,Aerolineas Argentinas ,1Landed,15:01
15:25,02 Dec,TUC,Tucuman,AR1499,Aerolineas ArgentinasLanded,,15:40
15:35,02 Dec,RGL,Rio Gallegos,AR1801,Aerolineas Argentinas ,1Landed,15:50
15:40,02 Dec,AFA,San Rafael,AR1435,Aerolineas Argentinas ,1Landed,15:23
15:40,02 Dec,MDZ,Mendoza,AR1405,Aerolineas Argentinas ,2Landed,15:47
15:40,02 Dec,GRU,Sao Paulo,LA8034,LATAM AirlinesLanded,,15:43
15:40,02 Dec,CNQ,Corrientes,AR1773,Aerolineas ArgentinasEstimated,,16:52
16:00,02 Dec,LIM,Lima,LA2380,LATAM AirlinesLanded,,15:54
16:10,02 Dec,MDQ,Mar Del Plata,AR1601,Aerolineas Argentinas ,2Landed,16:07
16:15,02 Dec,SDE,Santiago Del Estero,AR1495,Aerolineas Argentinas ,1Landed,16:12
16:20,02 Dec,SCL,Santiago,AR1285,Aerolineas Argentinas ,3Landed,16:20
16:25,02 Dec,BRC,San Carlos de Bariloche,FO5273,FlybondiLanded,,17:13
16:30,02 Dec,COR,Cordoba,AR1501,Aerolineas Argentinas ,1Landed,16:04
16:35,02 Dec,SLA,Salta,AR1469,Aerolineas Argentinas,,
16:40,02 Dec,USH,Ushuaia,AR1899,Aerolineas Argentinas,,
16:40,02 Dec,REL,Trelew,AR1853,Aerolineas Argentinas ,1Landed,16:24
17:00,02 Dec,CRD,Comodoro Rivadavia,AR1839,Aerolineas Argentinas ,1Landed,17:10
17:05,02 Dec,GRU,Sao Paulo,G37684,Gol ,2Landed,16:40
17:10,02 Dec,COR,Cordoba,AR1551,Aerolineas Argentinas ,1Landed,17:07
17:20,02 Dec,BRC,San Carlos de Bariloche,AR1677,Aerolineas ArgentinasLanded,,17:23
17:20,02 Dec,UAQ,San Juan,AR1425,Aerolineas Argentinas ,1Landed,17:41
17:25,02 Dec,MVD,Montevideo,AR1383,Aerolineas ArgentinasLanded,,17:58
17:45,02 Dec,REC,Recife,G37752,Gol ,1Landed,16:44
17:45,02 Dec,CPC,San Martin De Los Andes,AR1671,Aerolineas Argentinas ,1Landed,17:48
18:00,02 Dec,IGR,Iguazu,AR1731,Aerolineas Argentinas,,
18:15,02 Dec,SLA,Salta,AR1451,Aerolineas Argentinas ,1Landed,17:37
18:25,02 Dec,COR,Cordoba,FO5021,FlybondiLanded,,17:53
18:25,02 Dec,BRC,San Carlos de Bariloche,AR1685,Aerolineas Argentinas ,2Landed,18:17
18:30,02 Dec,EQS,Esquel,AR1667,Aerolineas Argentinas ,1Landed,18:44
18:35,02 Dec,CNQ,Corrientes,FO5151,FlybondiLanded,,17:55
18:40,02 Dec,TUC,Tucuman,AR1481,Aerolineas Argentinas ,2Landed,19:15
18:40,02 Dec,SCL,Santiago,AR1287,Aerolineas Argentinas ,1Estimated,19:58
18:50,02 Dec,BHI,Bahia Blanca,AR1629,Aerolineas ArgentinasLanded,,18:59
19:00,02 Dec,IGR,Iguazu,AR1759,Aerolineas Argentinas,,
19:00,02 Dec,SFN,Santa Fe,AR1723,Aerolineas ArgentinasLanded,,18:32
19:00,02 Dec,VDM,Viedma,AR1641,Aerolineas ArgentinasLanded,,19:49
19:05,02 Dec,IGR,Iguazu,FO5105,FlybondiLanded,,17:17
19:20,02 Dec,MDZ,Mendoza,AR1411,Aerolineas Argentinas ,2Landed,19:11
19:20,02 Dec,CWB,Curitiba,AR1227,Aerolineas Argentinas ,1Landed,18:53
19:40,02 Dec,SSA,Salvador,G37490,Gol ,1Landed,19:46
19:40,02 Dec,USH,Ushuaia,AR1831,Aerolineas ArgentinasLanded,,19:35
19:50,02 Dec,SDE,Santiago Del Estero,FO5231,FlybondiLanded,,19:43
20:00,02 Dec,BRC,San Carlos de Bariloche,AR1633,Aerolineas Argentinas ,1Landed,20:09
20:00,02 Dec,IGR,Iguazu,AR1745,Aerolineas Argentinas ,1Estimated,21:51
20:20,02 Dec,FTE,El Calafate,AR1873,Aerolineas Argentinas ,1Landed,20:00
20:30,02 Dec,MVD,Montevideo,AR1387,Aerolineas Argentinas ,2Landed,20:04
20:40,02 Dec,REL,Trelew,AR1851,Aerolineas ArgentinasLanded,,20:19
20:50,02 Dec,CRD,Comodoro Rivadavia,AR1827,Aerolineas Argentinas ,1Landed,20:27
20:55,02 Dec,FMA,Formosa,AR1779,Aerolineas Argentinas ,1Landed,20:56
21:05,02 Dec,COR,Cordoba,WJ3269,JetSMART,,
21:05,02 Dec,COR,Cordoba,JA3269,JetSMARTLanded,,20:45
21:10,02 Dec,GRU,Sao Paulo,LA8138,LATAM AirlinesLanded,,21:06
21:10,02 Dec,MDQ,Mar Del Plata,AR1607,Aerolineas ArgentinasLanded,,20:52
21:20,02 Dec,FTE,El Calafate,AR1871,Aerolineas Argentinas ,2Landed,21:13
21:20,02 Dec,COR,Cordoba,AR1507,Aerolineas Argentinas ,1Landed,21:01
21:30,02 Dec,RHD,Rio Hondo,AR1493,Aerolineas ArgentinasLanded,,21:17
21:50,02 Dec,RES,Resistencia,AR1785,Aerolineas Argentinas ,1Landed,21:59
21:50,02 Dec,GRU,Sao Paulo,AR1243,Aerolineas Argentinas ,1Landed,21:40
21:50,02 Dec,COR,Cordoba,FO5013,FlybondiEstimated,,23:29
21:55,02 Dec,JUJ,Jujuy,AR1475,Aerolineas,,
22:05,02 Dec,NQN,Neuquen,AR1663,Aerolineas ArgentinasLanded,,21:52
22:40,02 Dec,LUQ,San Luis,AR1433,Aerolineas ArgentinasLanded,,22:14
22:40,02 Dec,MDZ,Mendoza,AR1503,Aerolineas Argentinas ,2Landed,23:10
22:45,02 Dec,CRD,Comodoro Rivadavia,AR1823,Aerolineas Argentinas ,1Landed,22:18
22:46,02 Dec,NQN,Neuquen,WJ3451,JetSMART,,
22:50,02 Dec,USH,Ushuaia,AR1880,Aerolineas Argentinas ,1Landed,22:49
22:59,02 Dec,MDZ,Mendoza,WJ3245,JetSMART,,
22:59,02 Dec,MDZ,Mendoza,JA3245,JetSMARTEstimated,,00:09
23:10,02 Dec,JUJ,Jujuy,AR1473,Aerolineas Argentinas ,1Landed,23:20
23:25,02 Dec,PMY,Puerto Madryn,AR1859,Aerolineas ArgentinasLanded,,23:13
23:25,02 Dec,PSS,Posadas,AR1763,Aerolineas Argentinas ,1Landed,23:16
23:25,02 Dec,IGR,Iguazu,AR1741,Aerolineas Argentinas ,1Landed,23:41
00:18,03 Dec,MDZ,Mendoza,WJ3247,JetSMART,,
00:18,03 Dec,MDZ,Mendoza,JA3247,JetSMARTLanded,,00:36
00:25,03 Dec,FTE,El Calafate,AR1849,Aerolineas ArgentinasLanded,,00:14
00:45,03 Dec,NQN,Neuquen,FO5309,FlybondiLanded,,00:48
00:50,03 Dec,USH,Ushuaia,AR1889,Aerolineas Argentinas ,2Landed,00:58
01:55,03 Dec,USH,Ushuaia,AR1833,Aerolineas ArgentinasLanded,,01:59
02:04,03 Dec,UAQ,San Juan,AR1975,Aerolineas,,
04:05,03 Dec,GRU,Sao Paulo,AR1247,Aerolineas Argentinas ,2Landed,04:04
04:45,03 Dec,CRD,Comodoro Rivadavia,AR1825,Aerolineas Argentinas ,1Landed,04:37
04:45,03 Dec,ASU,Asuncion,AR1341,Aerolineas Argentinas ,3Landed,04:00
05:05,03 Dec,LIM,Lima,AR1365,Aerolineas Argentinas ,2Landed,04:45
05:25,03 Dec,SSA,Salvador,AR1221,Aerolineas Argentinas ,1Landed,04:42
05:45,03 Dec,VVI,Santa Cruz,AR1369,Aerolineas ArgentinasLanded,,05:34
07:30,03 Dec,BOG,Bogota,AR1361,Aerolineas Argentinas ,1Landed,06:52
08:25,03 Dec,ROS,Rosario,AR1709,Aerolineas Argentinas ,3Landed,08:09
08:33,03 Dec,COR,Cordoba,WJ3267,JetSMART,,
08:33,03 Dec,COR,Cordoba,JA3267,JetSMARTLanded,,08:32
08:40,03 Dec,REL,Trelew,AR1855,Aerolineas ArgentinasLanded,,08:28
08:40,03 Dec,COR,Cordoba,AR1531,Aerolineas Argentinas ,3Landed,08:25
08:45,03 Dec,MVD,Montevideo,AR1381,Aerolineas Argentinas ,1Landed,08:18
09:00,03 Dec,MDZ,Mendoza,AR1417,Aerolineas Argentinas ,4Landed,08:49
09:04,03 Dec,NQN,Neuquen,WJ3447,JetSMART,,
09:04,03 Dec,NQN,Neuquen,JA3447,JetSMARTLanded,,09:08
09:05,03 Dec,SLA,Salta,AR1465,Aerolineas Argentinas ,1Landed,08:51
09:10,03 Dec,BHI,Bahia Blanca,AR1623,Aerolineas ArgentinasLanded,,08:42
09:35,03 Dec,GRU,Sao Paulo,LA8032,LATAM AirlinesLanded,,10:03
09:45,03 Dec,SLA,Salta,FO5161,FlybondiLanded,,09:35
09:45,03 Dec,JUJ,Jujuy,AR1471,Aerolineas Argentinas ,1Landed,09:38
09:50,03 Dec,RES,Resistencia,AR1787,Aerolineas Argentinas ,1Landed,09:44
09:55,03 Dec,COR,Cordoba,FO5021,FlybondiLanded,,08:36
09:59,03 Dec,BRC,San Carlos de Bariloche,WJ3183,JetSMART,,
09:59,03 Dec,BRC,San Carlos de Bariloche,JA3183,JetSMARTLanded,,09:41
10:10,03 Dec,TUC,Tucuman,AR1489,Aerolineas ArgentinasLanded,,09:47
10:30,03 Dec,NQN,Neuquen,AR1653,Aerolineas Argentinas ,1Landed,10:09
10:40,03 Dec,NQN,Neuquen,FO5301,FlybondiLanded,,10:23
10:45,03 Dec,COR,Cordoba,AR1509,Aerolineas Argentinas ,3Landed,10:32
11:00,03 Dec,GIG,Rio De Janeiro,G37650,Gol ,2Landed,10:28
11:05,03 Dec,BRC,San Carlos de Bariloche,FO5239,FlybondiLanded,,11:02
11:05,03 Dec,MDZ,Mendoza,FO5051,FlybondiLanded,,11:31
11:08,03 Dec,SLA,Salta,JA3495,JetSMARTLanded,,10:51
11:08,03 Dec,SLA,Salta,WJ3495,JetSMART,,
11:30,03 Dec,RGA,Rio Grande,AR1845,Aerolineas Argentinas ,2Landed,11:39
11:45,03 Dec,IGR,Iguazu,FO5101,FlybondiLanded,,11:07
11:45,03 Dec,COR,Cordoba,AR1539,Aerolineas ArgentinasLanded,,11:36
11:55,03 Dec,GRU,Sao Paulo,LA8140,LATAM Airlines ,1Landed,11:43
12:00,03 Dec,USH,Ushuaia,AR1885,Aerolineas Argentinas ,2Landed,11:46
12:20,03 Dec,GRU,Sao Paulo,G37682,Gol ,2Landed,12:19
12:20,03 Dec,COR,Cordoba,AR1507,Aerolineas Argentinas ,1Landed,12:09
12:25,03 Dec,PSS,Posadas,AR1765,Aerolineas Argentinas ,1Landed,12:15
12:30,03 Dec,BRC,San Carlos de Bariloche,AR1637,Aerolineas ArgentinasLanded,,12:05
12:40,03 Dec,RGA,Rio Grande,AR1847,Aerolineas ArgentinasLanded,,12:37
12:40,03 Dec,BHI,Bahia Blanca,AR1621,Aerolineas Argentinas ,1Landed,12:47
12:40,03 Dec,MVD,Montevideo,AR1385,Aerolineas Argentinas ,1Landed,12:33
12:53,03 Dec,USH,Ushuaia,WJ3460,JetSMART,,
13:00,03 Dec,CRD,Comodoro Rivadavia,AR1829,Aerolineas ArgentinasLanded,,13:12
13:00,03 Dec,MDZ,Mendoza,AR1409,Aerolineas ArgentinasLanded,,12:51
13:05,03 Dec,FTE,El Calafate,FO5551,FlybondiLanded,,13:01
13:15,03 Dec,VDM,Viedma,AR1642,Aerolineas ArgentinasLanded,,12:58
13:30,03 Dec,PRA,Parana,AR1729,Aerolineas ArgentinasLanded,,13:10
13:30,03 Dec,CTC,Catamarca,AR1443,Aerolineas Argentinas ,1Landed,13:06
13:45,03 Dec,NQN,Neuquen,AR1659,Aerolineas Argentinas ,2Landed,13:14
13:50,03 Dec,BRC,San Carlos de Bariloche,AR1698,Aerolineas ArgentinasLanded,,13:50
13:50,03 Dec,LUQ,San Luis,AR1431,Aerolineas ArgentinasLanded,,13:44
14:10,03 Dec,CPC,San Martin De Los Andes,AR1673,Aerolineas Argentinas ,1Landed,14:02
14:15,03 Dec,REL,Trelew,AR1870,Aerolineas ArgentinasLanded,,14:16
14:17,03 Dec,BRC,San Carlos de Bariloche,WJ3191,JetSMART,,
14:17,03 Dec,BRC,San Carlos de Bariloche,JA3191,JetSMARTLanded,,14:00
14:21,03 Dec,CNQ,Corrientes,WJ3621,JetSMART,,
14:21,03 Dec,CNQ,Corrientes,JA3621,JetSMARTLanded,,13:55
14:25,03 Dec,SDE,Santiago Del Estero,FO5231,FlybondiLanded,,14:11
14:35,03 Dec,RES,Resistencia,AR1781,Aerolineas Argentinas ,2Landed,14:54
14:40,03 Dec,MDZ,Mendoza,AR1413,Aerolineas Argentinas ,2Landed,14:29
14:40,03 Dec,USH,Ushuaia,AR1843,Aerolineas ArgentinasLanded,,14:45
14:40,03 Dec,SLA,Salta,AR1457,Aerolineas ArgentinasLanded,,14:20
14:45,03 Dec,GIG,Rio De Janeiro,AR1261,Aerolineas Argentinas ,1Landed,14:34
14:59,03 Dec,CPC,San Martin De Los Andes,WJ3551,JetSMART,,
15:05,03 Dec,BHI,Bahia Blanca,AR1625,Aerolineas ArgentinasLanded,,14:49
15:10,03 Dec,PSS,Posadas,FO5121,FlybondiLanded,,15:00
15:15,03 Dec,MDQ,Mar Del Plata,AR1605,Aerolineas Argentinas ,2Landed,15:05
15:20,03 Dec,GRU,Sao Paulo,LA8034,LATAM AirlinesLanded,,15:14
15:20,03 Dec,MDZ,Mendoza,AR1407,Aerolineas Argentinas ,1Landed,15:23
15:25,03 Dec,TUC,Tucuman,AR1499,Aerolineas ArgentinasLanded,,15:19
15:35,03 Dec,GRU,Sao Paulo,AR1249,Aerolineas Argentinas ,5Landed,15:30
15:40,03 Dec,USH,Ushuaia,AR1877,Aerolineas ArgentinasLanded,,15:34
15:55,03 Dec,CRD,Comodoro Rivadavia,FO5501,FlybondiLanded,,15:10
15:55,03 Dec,MDZ,Mendoza,FO5053,FlybondiLanded,,15:58
16:00,03 Dec,LIM,Lima,LA2380,LATAM AirlinesLanded,,15:28
16:00,03 Dec,AFA,San Rafael,AR1435,Aerolineas Argentinas ,1Landed,15:48
16:05,03 Dec,PSS,Posadas,AR1767,Aerolineas ArgentinasLanded,,15:42
16:10,03 Dec,SDE,Santiago Del Estero,AR1495,Aerolineas Argentinas ,1Landed,16:34
16:10,03 Dec,IGR,Iguazu,FO5103,FlybondiLanded,,16:45
16:20,03 Dec,SCL,Santiago,AR1285,Aerolineas Argentinas ,3Landed,16:22
16:25,03 Dec,IGR,Iguazu,AR1743,Aerolineas Argentinas ,2Landed,16:26
16:35,03 Dec,BRC,San Carlos de Bariloche,AR1631,Aerolineas ArgentinasLanded,,16:57
16:35,03 Dec,MDZ,Mendoza,AR1405,Aerolineas Argentinas ,2Landed,16:29
16:45,03 Dec,TUC,Tucuman,AR1483,Aerolineas Argentinas ,2Landed,16:42
16:55,03 Dec,FTE,El Calafate,AR1891,Aerolineas ArgentinasLanded,,16:48
16:55,03 Dec,COR,Cordoba,AR1551,Aerolineas Argentinas ,1Landed,16:54
17:05,03 Dec,GRU,Sao Paulo,G37684,Gol ,2Landed,16:51
17:10,03 Dec,FMA,Formosa,AR1779,Aerolineas Argentinas ,1Landed,17:08
17:15,03 Dec,COR,Cordoba,AR1505,Aerolineas Argentinas ,1Landed,17:35
17:20,03 Dec,SLA,Salta,AR1451,Aerolineas Argentinas ,1Estimated,19:02
17:25,03 Dec,BRC,San Carlos de Bariloche,AR1635,Aerolineas ArgentinasLanded,,17:11
17:35,03 Dec,CNQ,Corrientes,AR1773,Aerolineas ArgentinasLanded,,17:25
17:40,03 Dec,MDZ,Mendoza,AR1503,Aerolineas Argentinas ,2Landed,17:29
17:45,03 Dec,TUC,Tucuman,AR1481,Aerolineas Argentinas ,3Landed,17:31
17:45,03 Dec,CRD,Comodoro Rivadavia,AR1839,Aerolineas Argentinas ,1Landed,17:39
17:45,03 Dec,MDQ,Mar Del Plata,AR1609,Aerolineas Argentinas ,2Landed,17:19
18:00,03 Dec,SCL,Santiago,WJ3015,JetSMART,,
18:00,03 Dec,SCL,Santiago,JA3015,JetSMARTLanded,,17:50
18:05,03 Dec,FTE,El Calafate,AR1696,Aerolineas Argentinas ,1Landed,18:06
18:20,03 Dec,GIG,Rio De Janeiro,LA8142,LATAM AirlinesLanded,,18:11
18:20,03 Dec,RES,Resistencia,AR1783,Aerolineas Argentinas ,2Landed,17:54
18:25,03 Dec,BRC,San Carlos de Bariloche,AR1685,Aerolineas Argentinas ,2Landed,18:02
18:35,03 Dec,PMY,Puerto Madryn,FO5311,FlybondiLanded,,18:19
18:40,03 Dec,SCL,Santiago,AR1287,Aerolineas Argentinas ,1Landed,18:29
18:50,03 Dec,BHI,Bahia Blanca,AR1629,Aerolineas ArgentinasLanded,,18:50
18:55,03 Dec,SLA,Salta,AR1485,Aerolineas Argentinas ,1Landed,18:47
19:00,03 Dec,FLN,Florianopolis,G37692,Gol ,1Landed,18:25
19:10,03 Dec,EQS,Esquel,AR1667,Aerolineas Argentinas ,1Landed,19:05
19:10,03 Dec,MDZ,Mendoza,AR1415,Aerolineas Argentinas ,1Landed,19:12
19:25,03 Dec,BRC,San Carlos de Bariloche,AR1677,Aerolineas ArgentinasEstimated,,20:13
19:25,03 Dec,MDQ,Mar Del Plata,AR1603,Aerolineas Argentinas ,2Landed,19:22
19:25,03 Dec,IRJ,La Rioja,AR1441,Aerolineas Argentinas ,1Landed,18:53
19:30,03 Dec,RGL,Rio Gallegos,AR1803,Aerolineas Argentinas ,1Landed,19:15
19:40,03 Dec,PDP,Punta Del Este,AR1351,Aerolineas ArgentinasLanded,,20:12
19:45,03 Dec,UAQ,San Juan,AR1421,Aerolineas ArgentinasLanded,,19:38
19:45,03 Dec,COR,Cordoba,FO5023,FlybondiLanded,,17:22
19:49,03 Dec,NQN,Neuquen,WJ3449,JetSMART,,
19:49,03 Dec,NQN,Neuquen,JA3449,JetSMARTLanded,,19:26
19:55,03 Dec,NQN,Neuquen,AR1657,Aerolineas Argentinas ,2Landed,19:59
19:55,03 Dec,TUC,Tucuman,AR1487,Aerolineas Argentinas ,1Landed,20:34
20:20,03 Dec,FTE,El Calafate,AR1873,Aerolineas Argentinas ,1Landed,19:55
20:29,03 Dec,MDZ,Mendoza,WJ3241,JetSMART,,
20:40,03 Dec,REL,Trelew,AR1851,Aerolineas ArgentinasLanded,,20:25
20:45,03 Dec,MDZ,Mendoza,FO5065,FlybondiLanded,,20:43
20:50,03 Dec,SCL,Santiag,oH2535,Sky AirlineLanded,,20:56
20:55,03 Dec,FMA,Formosa,AR1761,Aerolineas ArgentinasLanded,,20:31
21:00,03 Dec,MDQ,Mar Del Plata,AR1601,Aerolineas Argentinas ,1Landed,21:06
21:05,03 Dec,ROS,Rosario,AR1715,Aerolineas Argentinas ,2Landed,20:53
21:10,03 Dec,GRU,Sao Paulo,LA8138,LATAM AirlinesLanded,,21:01
21:25,03 Dec,PMY,Puerto Madryn,AR1857,Aerolineas,,
21:30,03 Dec,SCL,Santiago,JA1007,JetSMARTLanded,,22:12
21:45,03 Dec,RSA,Santa Rosa,AR1521,Aerolineas ArgentinasLanded,,21:25
21:50,03 Dec,GRU,Sao Paulo,AR1243,Aerolineas Argentinas ,1Landed,21:43
21:55,03 Dec,NQN,Neuquen,AR1669,Aerolineas ArgentinasLanded,,22:28
22:05,03 Dec,JUJ,Jujuy,AR1475,Aerolineas ArgentinasLanded,,22:04
22:10,03 Dec,RLO,Santa Rose de Conlara,AR1439,Aerolineas ArgentinasLanded,,21:59
22:15,03 Dec,MDZ,Mendoza,AR1403,Aerolineas Argentinas ,2Landed,22:31
22:20,03 Dec,FTE,El Calafate,AR1878,Aerolineas ArgentinasLanded,,21:50
22:25,03 Dec,USH,Ushuaia,AR1831,Aerolineas ArgentinasLanded,,22:15
22:25,03 Dec,IGR,Iguazu,AR1735,Aerolineas Argentinas ,2Landed,22:25
22:25,03 Dec,MVD,Montevideo,AR1383,Aerolineas ArgentinasLanded,,22:07
22:35,03 Dec,BRC,San Carlos de Bariloche,AR1639,Aerolineas Argentinas ,1Landed,22:35
22:36,03 Dec,COR,Cordoba,JA3273,JetSMARTLanded,,22:18
22:36,03 Dec,COR,Cordoba,WJ3273,JetSMART,,
22:45,03 Dec,CRD,Comodoro Rivadavia,AR1823,Aerolineas Argentinas ,1Landed,22:38
22:45,03 Dec,UAQ,San Juan,AR1425,Aerolineas Argentinas ,1Landed,22:45
22:45,03 Dec,POA,Porto Alegre,AR1233,Aerolineas Argentinas ,2Landed,22:41
23:05,03 Dec,COR,Cordoba,AR1501,Aerolineas Argentinas ,1Landed,22:55
23:05,03 Dec,JUJ,Jujuy,AR1473,Aerolineas Argentinas ,1Landed,23:28
23:10,03 Dec,COR,Cordoba,FO5017,FlybondiLanded,,23:04
23:15,03 Dec,RCU,Rio Cuarto,AR1527,Aerolineas ArgentinasLanded,,23:44
23:20,03 Dec,SLA,Salta,AR1497,Aerolineas ArgentinasLanded,,23:03
23:25,03 Dec,PSS,Posadas,AR1763,Aerolineas Argentinas ,1Landed,23:06
23:25,03 Dec,IGR,Iguazu,AR1741,Aerolineas Argentinas ,1Landed,23:14
23:25,03 Dec,BRC,San Carlos de Bariloche,AR1647,Aerolineas Argentinas ,1Landed,22:58
23:25,03 Dec,MDQ,Mar Del Plata,AR1611,Aerolineas ArgentinasLanded,,23:31
23:25,03 Dec,SDE,Santiago Del Estero,AR1491,Aerolineas Argentinas ,1Landed,23:10
23:55,03 Dec,BSB,Brasilia,AR1219,Aerolineas Argentinas ,1Landed,00:14